Date,Retailer,Company,Margin,Amount
8/27/2019,PulseCraft Depot,OrionVolt Systems,9.21,40.21
8/27/2019,ElectroMotive,AnchorVolt Industries,330.44,2045.80
8/29/2019,Cash,ApexVolt Industries,200.73,1900.98
8/29/2019,Cash,Others,269.99,286.00
8/29/2019,Cash,Others,159.00,170.00
8/29/2019,Cash,AnchorVolt Industries,545.68,1756.30
8/29/2019,Cash,AnchorVolt Industries,414.91,1297.60
8/29/2019,Cash,AnchorVolt Industries,35.98,90.18
8/29/2019,Cash,AnchorVolt Industries,133.07,406.76
8/29/2019,Cash,AnchorVolt Industries,311.06,1031.96
8/29/2019,Cash,AnchorVolt Industries,352.56,959.50
8/29/2019,Cash,AnchorVolt Industries,233.19,703.68
8/29/2019,Cash,AnchorVolt Industries,165.87,561.54
8/29/2019,Cash,AnchorVolt Industries,87.81,269.72
8/29/2019,Cash,AnchorVolt Industries,231.81,919.00
8/29/2019,Cash,AnchorVolt Industries,29.20,126.20
8/29/2019,Cash,AnchorVolt Industries,212.93,634.20
8/29/2019,Cash,AnchorVolt Industries,543.28,1563.00
8/29/2019,Cash,VoltIndus Fabrications,299.67,1463.00
8/29/2019,Cash,Others,45.04,81.20
8/29/2019,Cash,Others,32.72,47.80
8/29/2019,Cash,Others,39.40,50.20
8/29/2019,Cash,Others,137.38,164.00
8/29/2019,Cash,OrionVolt Systems,380.83,682.00
8/29/2019,Cash,Others,87.50,92.00
8/29/2019,Cash,AnchorVolt Industries,116.44,380.40
8/29/2019,Cash,AnchorVolt Industries,561.23,1881.80
8/29/2019,Cash,AnchorVolt Industries,40.35,133.56
8/29/2019,Cash,AnchorVolt Industries,305.02,1040.96
8/29/2019,Cash,AnchorVolt Industries,90.87,261.80
8/29/2019,Cash,AnchorVolt Industries,75.67,245.12
8/29/2019,Cash,AnchorVolt Industries,236.75,796.86
8/29/2019,Cash,AnchorVolt Industries,908.16,1970.00
8/29/2019,Cash,AnchorVolt Industries,285.38,886.00
8/29/2019,Cash,AnchorVolt Industries,466.26,1424.00
8/29/2019,Cash,AnchorVolt Industries,248.32,737.00
8/29/2019,Cash,AnchorVolt Industries,87.06,272.72
8/29/2019,Cash,AnchorVolt Industries,136.35,443.00
8/29/2019,Cash,AnchorVolt Industries,57.78,237.50
8/29/2019,Cash,AnchorVolt Industries,152.12,422.40
8/29/2019,Cash,AnchorVolt Industries,980.54,2672.60
8/29/2019,Cash,HavellCore Technologies,131.11,179.72
8/29/2019,Cash,DynoAnchor Works,21.20,78.66
8/29/2019,Cash,HavellMatic Fabrications,84.15,456.00
8/29/2019,Cash,Others,19.99,76.60
8/29/2019,Cash,Others,60.67,118.00
8/29/2019,Cash,PowerCrest Engineering,62.93,163.40
8/29/2019,Cash,VoltIndus Fabrications,229.28,1098.00
8/29/2019,Cash,VoltIndus Fabrications,341.95,1365.00
8/29/2019,Cash,BharatElectra Works,840.94,2353.00
8/29/2019,Cash,BharatElectra Works,952.10,9031.00
8/29/2019,Cash,Others,115.51,206.60
8/29/2019,Cash,Others,276.84,309.00
8/29/2019,Cash,OrionVolt Systems,103.13,687.40
8/29/2019,Cash,OrionVolt Systems,70.25,126.00
8/29/2019,Cash,OrionVolt Systems,382.47,1179.00
8/29/2019,Cash,OrionVolt Systems,242.72,696.92
8/29/2019,Cash,#VALUE!,11.84,23.80
8/29/2019,Cash,HavellCore Technologies,32.21,46.84
8/29/2019,Cash,OrionVolt Systems,24.02,60.90
8/29/2019,PulseCraft Depot,NexaGrid Solutions,27.16,281.20
8/30/2019,Cash,DynoAnchor Works,55.54,236.06
8/30/2019,Cash,BharatElectra Works,-115.78,3294.92
8/30/2019,Cash,BharatElectra Works,257.56,7676.60
8/30/2019,Cash,BharatElectra Works,-235.26,6198.70
8/30/2019,Cash,BharatElectra Works,-648.69,16484.80
8/30/2019,Cash,BharatElectra Works,-191.11,5094.30
8/31/2019,SparkWave,SupraVolt Manufacturing,81.30,726.00
8/31/2019,SparkWave,SupraVolt Manufacturing,94.44,961.00
8/31/2019,SparkWave,ElectroSaar Fabricators,-57.20,955.00
8/31/2019,SparkWave,ElectroSaar Fabricators,200.00,1053.00
8/31/2019,SparkWave,ElectroSaar Fabricators,44.00,261.00
8/31/2019,Cash,Others,264.28,677.00
8/31/2019,Cash,PowerShakti Engineering,54.69,4034.00
8/31/2019,Cash,Others,39.38,210.00
8/31/2019,Cash,Others,38.45,275.80
8/31/2019,Cash,Others,-37.38,203.40
8/31/2019,Cash,Others,57.70,229.40
8/31/2019,Cash,OrionVolt Systems,158.35,480.00
8/31/2019,Cash,OrionVolt Systems,322.71,962.00
8/31/2019,Cash,FusionAnchor Technologies,106.03,400.96
8/31/2019,Cash,FusionAnchor Technologies,317.38,1112.36
8/31/2019,Cash,FusionAnchor Technologies,195.91,700.00
8/31/2019,Cash,FusionAnchor Technologies,67.41,168.60
8/31/2019,Cash,FusionAnchor Technologies,155.69,512.60
8/31/2019,Cash,FusionAnchor Technologies,193.12,687.00
8/31/2019,Cash,FusionAnchor Technologies,227.39,816.60
8/31/2019,Cash,FusionAnchor Technologies,582.71,1245.66
8/31/2019,Cash,ElectroSaar Fabricators,142.84,453.00
8/31/2019,BrightCircuit,AnchorVolt Industries,856.68,5899.50
8/31/2019,BrightCircuit,AnchorVolt Industries,311.42,2324.00
8/31/2019,BrightCircuit,AnchorVolt Industries,492.54,2659.50
8/31/2019,BrightCircuit,AnchorVolt Industries,999.28,5015.00
8/31/2019,BrightCircuit,AnchorVolt Industries,161.73,1030.40
8/31/2019,BrightCircuit,AnchorVolt Industries,119.99,902.20
8/31/2019,BrightCircuit,AnchorVolt Industries,194.85,1240.00
8/31/2019,BrightCircuit,AnchorVolt Industries,774.38,4069.98
8/31/2019,BrightCircuit,SupraVolt Manufacturing,76.81,511.40
8/31/2019,BrightCircuit,SupraVolt Manufacturing,80.50,369.00
8/31/2019,BrightCircuit,SupraVolt Manufacturing,80.41,529.20
8/31/2019,BrightCircuit,SupraVolt Manufacturing,49.72,275.00
8/31/2019,PowerPulse,SupraVolt Manufacturing,122.40,492.00
8/31/2019,PowerPulse,SupraVolt Manufacturing,77.80,505.40
8/31/2019,PowerPulse,SupraVolt Manufacturing,110.44,978.00
8/31/2019,PowerPulse,SupraVolt Manufacturing,131.95,1027.00
8/31/2019,PowerPulse,SupraVolt Manufacturing,445.76,534.00
8/31/2019,PowerPulse,SupraVolt Manufacturing,92.09,206.00
8/31/2019,PowerPulse,SupraVolt Manufacturing,107.24,443.00
8/31/2019,PowerPulse,SupraVolt Manufacturing,62.00,355.00
8/31/2019,PowerPulse,SupraVolt Manufacturing,620.50,1025.00
8/31/2019,PowerPulse,SupraVolt Manufacturing,83.40,518.20
8/31/2019,PowerPulse,SupraVolt Manufacturing,46.72,275.00
8/31/2019,PowerPulse,SupraVolt Manufacturing,216.82,896.00
8/31/2019,PowerPulse,SupraVolt Manufacturing,113.04,779.00
8/31/2019,PowerPulse,SupraVolt Manufacturing,105.61,621.00
8/31/2019,PowerNode,Others,1427.16,4213.00
8/31/2019,PowerNode,SupraVolt Manufacturing,167.85,525.00
8/31/2019,PowerNode,SupraVolt Manufacturing,79.61,499.40
8/31/2019,PowerNode,FusionAnchor Technologies,203.31,1598.84
8/31/2019,Cash,PowerShakti Engineering,29.14,349.00
8/31/2019,Cash,Others,20.13,78.80
8/31/2019,Cash,OrionVolt Systems,12.29,31.00
8/31/2019,Cash,OrionVolt Systems,40.51,101.10
8/31/2019,Cash,ElectroSaar Fabricators,29.41,48.80
8/31/2019,ElectroFusion,FusionAnchor Technologies,1833.49,5029.40
8/31/2019,ElectroFusion,FusionAnchor Technologies,3204.50,3443.45
8/31/2019,ElectroFusion,FusionAnchor Technologies,146.73,1234.16
8/31/2019,ElectroFusion,FusionAnchor Technologies,249.89,2097.42
8/31/2019,ElectroFusion,FusionAnchor Technologies,275.31,2359.16
9/1/2019,PulseCraft Depot,BharatElectra Works,62.00,525.00
9/1/2019,PulseCraft Depot,BharatElectra Works,35.40,122.00
9/1/2019,PulseCraft Depot,BharatElectra Works,49.50,282.00
9/1/2019,Cash,AnchorVolt Industries,57.69,186.42
9/1/2019,Cash,NexaGrid Solutions,303.23,333.20
9/1/2019,Cash,VoltIndus Fabrications,39.00,190.00
9/1/2019,Cash,OrionVolt Systems,29.90,84.80
9/2/2019,Cash,DynoGrid Industries,946.05,5789.00
9/2/2019,Cash,Others,18.56,485.80
9/2/2019,Cash,DynoAnchor Works,32.46,139.66
9/2/2019,Cash,Others,430.37,1812.20
9/2/2019,Cash,Others,1036.99,4947.92
9/3/2019,ElectroMotive,SupraVolt Manufacturing,160.58,814.00
9/3/2019,PulseCraft Depot,AnchorVolt Industries,48.16,138.40
9/3/2019,PulseCraft Depot,AnchorVolt Industries,19.82,51.20
9/3/2019,PulseCraft Depot,HavellCore Technologies,4.33,14.88
9/3/2019,PulseCraft Depot,BharatElectra Works,10.41,31.04
9/3/2019,PulseCraft Depot,BharatElectra Works,34.38,273.00
9/3/2019,PulseCraft Depot,OrionVolt Systems,42.89,117.35
9/3/2019,PulseCraft Depot,BharatElectra Works,79.21,347.00
9/3/2019,PulseCraft Depot,BharatElectra Works,89.52,327.60
9/3/2019,PulseCraft Depot,ZenithCraft Engineering,408.00,2180.00
9/3/2019,PulseCraft Depot,SupraVolt Manufacturing,83.09,152.00
9/5/2019,PulseCraft Depot,ApexVolt Industries,16.76,109.00
9/5/2019,PulseCraft Depot,BharatElectra Works,14.40,102.00
9/5/2019,PulseCraft Depot,ApexVolt Industries,27.67,56.00
9/5/2019,PulseCraft Depot,ApexVolt Industries,17.52,51.00
9/5/2019,PulseCraft Depot,ApexVolt Industries,22.47,65.00
9/5/2019,PulseCraft Depot,ApexVolt Industries,41.50,41.00
9/5/2019,PulseCraft Depot,NexaGrid Solutions,41.50,45.00
9/5/2019,Cash,ApexVolt Industries,12.43,59.00
9/5/2019,Cash,ApexVolt Industries,59.73,148.00
9/5/2019,Cash,ApexVolt Industries,22.85,103.00
9/5/2019,Cash,ApexVolt Industries,48.27,171.00
9/5/2019,Cash,ApexVolt Industries,33.44,46.00
9/5/2019,Cash,NexaGrid Solutions,42.44,38.00
9/5/2019,Cash,BharatElectra Works,46.32,43.20
9/5/2019,Cash,OrionVolt Systems,23.23,92.27
9/5/2019,Cash,ElectroSaar Fabricators,36.07,80.00
9/5/2019,PulseCraft Depot,NexaGrid Solutions,37.50,38.00
9/5/2019,PulseCraft Depot,BharatElectra Works,24.90,116.00
9/5/2019,PulseCraft Depot,BharatElectra Works,152.55,981.00
9/5/2019,Cash,ApexVolt Industries,33.12,116.00
9/5/2019,Cash,DynoAnchor Works,22.94,350.00
9/5/2019,Cash,FusionAnchor Technologies,1293.91,4721.92
9/5/2019,Cash,FusionAnchor Technologies,266.97,1145.29
9/5/2019,PulseCraft Depot,NexaGrid Solutions,20.67,51.00
9/5/2019,PulseCraft Depot,Others,140.00,732.75
9/5/2019,PulseCraft Depot,BharatElectra Works,54.92,230.00
9/5/2019,PulseCraft Depot,SupraVolt Manufacturing,157.33,283.00
9/5/2019,PulseCraft Depot,OrionVolt Systems,15.27,36.55
9/7/2019,Cash,AnchorVolt Industries,52.20,134.40
9/7/2019,Cash,AnchorVolt Industries,119.87,460.00
9/7/2019,Cash,BharatElectra Works,212.85,1248.48
9/7/2019,Cash,BharatElectra Works,46.25,473.00
9/7/2019,Cash,Others,13.01,16.80
9/7/2019,Cash,OrionVolt Systems,188.11,252.00
9/7/2019,PulseCraft Depot,AnchorVolt Industries,55.15,128.40
9/7/2019,PulseCraft Depot,AnchorVolt Industries,47.85,133.36
9/7/2019,PulseCraft Depot,AnchorVolt Industries,95.08,266.00
9/7/2019,PulseCraft Depot,HavellCore Technologies,8.27,19.20
9/7/2019,PulseCraft Depot,DynoAnchor Works,5.81,21.60
9/7/2019,PulseCraft Depot,OrionVolt Systems,78.83,289.20
9/7/2019,PulseCraft Depot,ElectroSaar Fabricators,9.69,27.20
9/7/2019,PulseCraft Depot,ElectroZenith Works,47.84,131.00
9/7/2019,PulseCraft Depot,NexaGrid Solutions,19.10,55.00
9/7/2019,PulseCraft Depot,BharatElectra Works,54.80,225.00
9/7/2019,PulseCraft Depot,ElectraBharat Manufacturing,40.20,283.00
9/7/2019,PulseCraft Depot,ElectraBharat Manufacturing,41.20,277.00
9/8/2019,ElectroEmpire,Others,295.80,1677.00
9/8/2019,ElectroEmpire,Others,850.14,4760.00
9/8/2019,ElectroEmpire,OrionVolt Systems,647.82,2353.92
9/8/2019,ElectroEmpire,OrionVolt Systems,165.38,631.80
9/8/2019,ElectroEmpire,OrionVolt Systems,519.55,1753.68
9/8/2019,ElectroEmpire,OrionVolt Systems,525.03,2013.20
9/8/2019,ElectroEmpire,OrionVolt Systems,678.16,2582.40
9/8/2019,ElectroEmpire,OrionVolt Systems,425.95,2397.75
9/8/2019,ElectroEmpire,OrionVolt Systems,638.64,2944.75
9/8/2019,PulseCraft Depot,ApexVolt Industries,19.03,198.80
9/8/2019,PulseCraft Depot,AnchorVolt Industries,161.65,424.80
9/8/2019,PulseCraft Depot,AnchorVolt Industries,140.15,441.00
9/8/2019,PulseCraft Depot,AnchorVolt Industries,76.24,250.96
9/8/2019,PulseCraft Depot,AnchorVolt Industries,105.96,346.12
9/8/2019,PulseCraft Depot,AnchorVolt Industries,29.99,98.18
9/8/2019,PulseCraft Depot,AnchorVolt Industries,74.05,206.88
9/8/2019,PulseCraft Depot,AnchorVolt Industries,76.30,261.74
9/8/2019,PulseCraft Depot,AnchorVolt Industries,73.83,205.10
9/8/2019,PulseCraft Depot,AnchorVolt Industries,65.80,186.42
9/8/2019,PulseCraft Depot,AnchorVolt Industries,25.96,65.68
9/8/2019,PulseCraft Depot,AnchorVolt Industries,249.92,670.40
9/8/2019,PulseCraft Depot,DynoAnchor Works,3.63,33.20
9/8/2019,PulseCraft Depot,VoltIndus Fabrications,106.52,545.60
9/8/2019,PulseCraft Depot,VoltIndus Fabrications,107.56,618.50
9/8/2019,PulseCraft Depot,Others,73.70,83.00
9/8/2019,ElectroMotive,AnchorVolt Industries,155.13,1298.60
9/8/2019,ElectroMotive,AnchorVolt Industries,196.30,1279.50
9/8/2019,ElectroMotive,OrionVolt Systems,184.59,743.04
9/8/2019,ElectroMotive,OrionVolt Systems,176.55,713.14
9/8/2019,WattWave,AnchorVolt Industries,27.72,153.07
9/8/2019,WattWave,OrionVolt Systems,126.53,641.30
9/9/2019,Cash,SupraVolt Manufacturing,58.48,138.00
9/9/2019,Cash,SupraVolt Manufacturing,31.51,51.00
9/9/2019,Cash,OrionVolt Systems,59.44,83.40
9/9/2019,Cash,Others,29.79,103.00
9/9/2019,Cash,Others,5.96,20.84
9/9/2019,Cash,AnchorVolt Industries,1239.97,1338.00
9/9/2019,Cash,HavellCore Technologies,6.85,52.14
9/9/2019,Cash,PowerShakti Engineering,1.22,964.00
9/9/2019,Cash,PowerShakti Engineering,11.45,73.20
9/9/2019,Cash,BharatElectra Works,205.58,6142.88
9/9/2019,Cash,BharatElectra Works,29.03,696.00
9/9/2019,Cash,BharatElectra Works,48.06,1974.00
9/9/2019,Cash,OrionVolt Systems,98.64,476.40
9/9/2019,Cash,FusionAnchor Technologies,66.84,271.53
9/9/2019,Cash,FusionAnchor Technologies,76.13,300.48
9/9/2019,Cash,ElectroSaar Fabricators,10.34,37.60
9/9/2019,PulseCraft Depot,BharatElectra Works,56.80,232.00
9/9/2019,VoltGuard,OrionVolt Systems,230.60,1656.00
9/9/2019,PulseCraft Depot,HavellCore Technologies,8.48,18.04
9/9/2019,PulseCraft Depot,SupraVolt Manufacturing,16.71,53.00
9/9/2019,PulseCraft Depot,OrionVolt Systems,24.55,64.85
9/10/2019,PowerNode,Others,852.00,4770.00
9/10/2019,Cash,AnchorVolt Industries,405.36,1096.00
9/10/2019,Cash,AnchorVolt Industries,131.01,470.10
9/10/2019,Cash,AnchorVolt Industries,143.48,553.00
9/10/2019,Cash,AnchorVolt Industries,83.11,306.76
9/10/2019,Cash,AnchorVolt Industries,169.15,627.08
9/10/2019,Cash,AnchorVolt Industries,75.18,260.43
9/10/2019,Cash,AnchorVolt Industries,138.67,424.05
9/10/2019,Cash,AnchorVolt Industries,57.05,138.95
9/10/2019,Cash,VoltIndus Fabrications,159.42,1169.40
9/10/2019,Cash,BharatElectra Works,-172.53,4372.00
9/10/2019,Cash,BharatElectra Works,334.99,3024.00
9/10/2019,Cash,OrionVolt Systems,132.59,379.40
9/10/2019,Cash,OrionVolt Systems,76.01,163.80
9/10/2019,Cash,OrionVolt Systems,99.66,400.50
9/11/2019,ElectroCharge,GridHaven Systems,143.77,783.00
9/11/2019,PulseCraft Depot,ApexVolt Industries,19.80,108.00
9/11/2019,PulseCraft Depot,BharatElectra Works,26.45,122.00
9/11/2019,PulseCraft Depot,BharatElectra Works,6.47,130.25
9/11/2019,PulseCraft Depot,BharatElectra Works,54.62,293.00
9/11/2019,PulseCraft Depot,FusionAnchor Technologies,28.31,45.80
9/11/2019,PulseCraft Depot,ElectroSaar Fabricators,11.32,37.00
9/11/2019,PulseCraft Depot,ElectroZenith Works,30.48,72.00
9/11/2019,PulseCraft Depot,BharatElectra Works,20.87,165.50
9/11/2019,PulseCraft Depot,OrionVolt Systems,26.41,68.85
9/12/2019,Cash,AnchorVolt Industries,402.78,1514.50
9/12/2019,Cash,AnchorVolt Industries,295.84,1209.65
9/12/2019,Cash,AnchorVolt Industries,131.58,549.00
9/12/2019,Cash,AnchorVolt Industries,190.79,602.50
9/12/2019,Cash,AnchorVolt Industries,59.05,133.95
9/12/2019,Cash,AnchorVolt Industries,175.33,605.33
9/12/2019,Cash,AnchorVolt Industries,23.20,91.81
9/12/2019,Cash,AnchorVolt Industries,551.55,1312.30
9/12/2019,Cash,AnchorVolt Industries,343.41,1269.90
9/12/2019,Cash,AnchorVolt Industries,120.65,421.42
9/12/2019,Cash,AnchorVolt Industries,165.04,952.90
9/12/2019,Cash,AnchorVolt Industries,70.72,341.40
9/12/2019,Cash,AnchorVolt Industries,39.00,159.00
9/12/2019,Cash,AnchorVolt Industries,201.39,739.00
9/12/2019,Cash,AnchorVolt Industries,412.95,1165.50
9/12/2019,Cash,AnchorVolt Industries,212.64,622.80
9/12/2019,Cash,OrionVolt Systems,452.30,600.00
9/12/2019,Cash,OrionVolt Systems,49.20,124.80
9/12/2019,Cash,OrionVolt Systems,85.01,170.80
9/12/2019,Cash,OrionVolt Systems,282.88,749.70
9/12/2019,Cash,OrionVolt Systems,468.87,854.00
9/12/2019,Cash,OrionVolt Systems,73.13,234.50
9/12/2019,PowerPulse,OrionVolt Systems,526.70,2217.40
9/12/2019,PowerPulse,OrionVolt Systems,468.26,2523.20
9/4/2019,Cash,Others,247.53,1195.72
9/13/2019,CurrentConnect,Others,299.78,1668.00
9/13/2019,CurrentConnect,Others,424.54,2388.00
9/13/2019,CurrentConnect,OrionVolt Systems,496.24,2370.20
9/13/2019,CurrentConnect,OrionVolt Systems,554.01,1867.92
9/13/2019,CurrentConnect,OrionVolt Systems,423.28,2098.40
9/13/2019,CurrentConnect,OrionVolt Systems,471.82,2677.60
9/13/2019,CurrentConnect,OrionVolt Systems,770.55,3098.00
9/13/2019,Cash,AnchorVolt Industries,35.33,123.12
9/13/2019,Cash,VoltIndus Fabrications,195.95,963.24
9/13/2019,Cash,BharatElectra Works,658.01,3322.20
9/13/2019,Cash,BharatElectra Works,10610.62,11437.00
9/13/2019,PulseCraft Depot,OrionVolt Systems,228.02,494.40
9/13/2019,PulseCraft Depot,OrionVolt Systems,285.50,906.00
9/15/2019,PulseCraft Depot,AnchorVolt Industries,182.00,400.00
9/15/2019,CurrentControl,FusionAnchor Technologies,168.20,1372.82
9/15/2019,CurrentControl,FusionAnchor Technologies,117.18,987.34
9/15/2019,CurrentControl,FusionAnchor Technologies,68.02,505.56
9/15/2019,CurrentControl,FusionAnchor Technologies,122.47,1057.71
9/15/2019,ElectroSphere,Others,334.50,1890.60
9/15/2019,ElectroSphere,Others,594.50,3338.00
9/15/2019,ElectroSphere,Others,262.50,1428.00
9/15/2019,ElectroSphere,OrionVolt Systems,689.01,1434.00
9/15/2019,ElectroSphere,OrionVolt Systems,290.30,1492.40
9/15/2019,ElectroSphere,OrionVolt Systems,513.24,2361.80
9/15/2019,PulseCraft Depot,AnchorVolt Industries,99.56,261.80
9/15/2019,PulseCraft Depot,AnchorVolt Industries,42.91,142.36
9/15/2019,PulseCraft Depot,AnchorVolt Industries,16.81,83.20
9/15/2019,PulseCraft Depot,AnchorVolt Industries,134.32,365.60
9/15/2019,PulseCraft Depot,HavellCore Technologies,18.94,33.22
9/15/2019,PulseCraft Depot,VoltIndus Fabrications,61.39,349.60
9/15/2019,PulseCraft Depot,BharatElectra Works,71.28,1537.72
9/15/2019,PulseCraft Depot,SupraVolt Manufacturing,35.04,72.00
9/15/2019,PulseCraft Depot,SupraVolt Manufacturing,16.40,41.42
9/15/2019,PulseCraft Depot,OrionVolt Systems,18.10,69.00
9/15/2019,PulseCraft Depot,OrionVolt Systems,101.88,332.40
9/15/2019,PulseCraft Depot,OrionVolt Systems,47.94,126.35
9/15/2019,PulseCraft Depot,ElectroSaar Fabricators,13.71,32.20
9/15/2019,PulseCraft Depot,ElectroZenith Works,137.52,543.00
9/15/2019,PulseCraft Depot,AnchorVolt Industries,49.15,192.36
9/15/2019,PulseCraft Depot,AnchorVolt Industries,101.38,357.00
9/15/2019,PulseCraft Depot,Others,5.64,18.72
9/15/2019,PulseCraft Depot,Others,235.92,264.00
9/15/2019,ElectroLink,AnchorVolt Industries,1526.69,4914.17
9/15/2019,ElectroLink,AnchorVolt Industries,193.03,1477.70
9/15/2019,ElectroLink,AnchorVolt Industries,329.44,2033.80
9/15/2019,ElectroLink,SupraVolt Manufacturing,235.00,1306.00
9/15/2019,ElectroLink,SupraVolt Manufacturing,375.40,1305.20
9/15/2019,ElectroLink,SupraVolt Manufacturing,22.10,199.00
9/15/2019,ElectroLink,OrionVolt Systems,431.94,2249.60
9/15/2019,ElectroLink,OrionVolt Systems,254.52,1437.25
9/15/2019,ElectroLink,OrionVolt Systems,389.93,1766.85
9/16/2019,Cash,AnchorVolt Industries,66.33,193.00
9/16/2019,Cash,AnchorVolt Industries,71.09,258.98
9/16/2019,Cash,HavellCore Technologies,37.90,51.68
9/16/2019,Cash,DynoAnchor Works,13.63,30.20
9/16/2019,Cash,Others,62.01,126.00
9/16/2019,Cash,BharatElectra Works,39.15,197.00
9/16/2019,Cash,BharatElectra Works,121.30,890.04
9/16/2019,Cash,OrionVolt Systems,75.93,253.00
9/16/2019,Cash,Others,45.25,57.50
9/16/2019,Cash,AnchorVolt Industries,268.84,978.88
9/16/2019,PulseCraft Depot,BharatElectra Works,64.29,395.00
9/16/2019,ElectroMotive,AnchorVolt Industries,225.51,1391.30
9/16/2019,ElectroMotive,AnchorVolt Industries,201.25,1550.00
9/16/2019,ElectroMotive,SupraVolt Manufacturing,156.93,538.00
9/16/2019,ElectroMotive,SupraVolt Manufacturing,79.84,510.40
9/16/2019,ElectroMotive,SupraVolt Manufacturing,22.25,154.80
9/16/2019,ElectroMotive,SupraVolt Manufacturing,23.08,195.40
9/16/2019,ElectroMotive,SupraVolt Manufacturing,49.01,157.00
9/16/2019,ElectroMotive,SupraVolt Manufacturing,45.42,247.80
9/16/2019,ElectroMotive,SupraVolt Manufacturing,72.23,373.20
9/16/2019,ElectroMotive,SupraVolt Manufacturing,50.63,229.00
9/16/2019,ElectroMotive,SupraVolt Manufacturing,60.03,351.00
9/16/2019,ElectroMotive,SupraVolt Manufacturing,85.44,517.20
9/16/2019,ElectroMotive,SupraVolt Manufacturing,214.01,812.00
9/16/2019,ElectroMotive,SupraVolt Manufacturing,48.75,279.00
9/16/2019,ElectroMotive,SupraVolt Manufacturing,85.19,340.00
9/16/2019,ElectroMotive,SupraVolt Manufacturing,157.24,450.00
9/17/2019,Cash,BharatElectra Works,145.65,2189.00
9/17/2019,PulseCraft Depot,BharatElectra Works,176.50,1908.00
9/18/2019,Cash,AnchorVolt Industries,14.73,43.30
9/18/2019,Cash,AnchorVolt Industries,10.55,54.30
9/18/2019,Cash,AnchorVolt Industries,100.22,265.00
9/18/2019,BrightWire,AnchorVolt Industries,17.70,153.14
